toptype1name,toptype2name,entityname
Markup languages,Specification languages,MTConnect
Markup languages,Specification languages,Healthcare Services Specification Project
Markup languages,Specification languages,Internet Open Trading Protocol
Markup languages,Specification languages,CAEX
Markup languages,Specification languages,QuakeML
Markup languages,Specification languages,RailML
Markup languages,Specification languages,MDDL
Markup languages,Specification languages,ONIX (publishing protocol)
Markup languages,Specification languages,Wellsite information transfer standard markup language
Markup languages,Specification languages,Green Building XML
Markup languages,Specification languages,Financial Information eXchange
Markup languages,Specification languages,WXXM (data model)
Markup languages,Specification languages,Geography Markup Language
Markup languages,Specification languages,PRODML
Markup languages,Specification languages,Continuity of Care Record
Markup languages,Specification languages,Chemical Markup Language
Markup languages,Specification languages,Translation Memory eXchange
Markup languages,Specification languages,TM-XML
Markup languages,Specification languages,AIXM
Markup languages,Specification languages,AEX cfiXML
Markup languages,Specification languages,SportsML
Markup languages,Specification languages,Structured Product Labeling
Markup languages,Specification languages,SPARQL
Markup languages,Specification languages,Clinical Document Architecture
Markup languages,Specification languages,SportsML-G2
Markup languages,Specification languages,Broadcast Markup Language
Markup languages,Specification languages,Clinical Data Interchange Standards Consortium
Markup languages,Specification languages,SBML
Markup languages,Specification languages,GeoSciML
Markup languages,Specification languages,Agricultural Ontology Service
Markup languages,Specification languages,VOEvent
Markup languages,Specification languages,OpenXDF
Markup languages,Specification languages,DS-XML
Markup languages,Specification languages,Legal Electronic Data Exchange Standard
Markup languages,Specification languages,Mumasy
Markup languages,Specification languages,OpenDocument
Markup languages,Specification languages,DTBook
Markup languages,Specification languages,DocBook
Markup languages,Specification languages,OpenDocument standardization
Markup languages,Specification languages,Uniform Office Format
Markup languages,Specification languages,EPUB
Markup languages,Specification languages,Standardization of Office Open XML
Markup languages,Specification languages,OpenOffice.org XML
Markup languages,Specification languages,Women Writers Project
Markup languages,Specification languages,The SWORD Project
Markup languages,Specification languages,Biografisch Portaal
Markup languages,Specification languages,Perseus Project
Markup languages,Specification languages,British National Corpus
Markup languages,Specification languages,EpiDoc
Markup languages,Specification languages,Oxford Text Archive
Markup languages,Specification languages,FreeDict
Markup languages,Specification languages,New Zealand Electronic Text Centre
Markup languages,Specification languages,Digital Medievalist
Markup languages,Specification languages,OASIS TOSCA
Markup languages,Specification languages,PhD Docbook renderer
Markup languages,Specification languages,DocBook XSL
Markup languages,Specification languages,Comparison of OpenDocument software
Markup languages,Specification languages,Lpod
Markup languages,Specification languages,Comparison of Office Open XML and OpenDocument
Markup languages,Specification languages,OpenDocument software
Markup languages,Specification languages,OpenFormula
Markup languages,Specification languages,OpenDocument adoption
Markup languages,Specification languages,Template:OpenDocument
Markup languages,Specification languages,OpenDocument technical specification
Markup languages,Specification languages,Visioo-Writer
Markup languages,Specification languages,LibreOffice
Markup languages,Specification languages,Michael Meeks (software developer)
Markup languages,Specification languages,Florian Effenberger
Markup languages,Specification languages,Thorsten Behrens
Markup languages,Specification languages,LibreOffice Writer
Markup languages,Specification languages,The Document Foundation
Markup languages,Specification languages,Collabora
Markup languages,Specification languages,Lanedo
Markup languages,Specification languages,IceWarp
Markup languages,Specification languages,Template:LibreOffice
Markup languages,Specification languages,LibreOffice Calc
Markup languages,Specification languages,Bj??rn Michaelsen
Markup languages,Specification languages,Apache OpenOffice
Markup languages,Specification languages,OpenOffice.org
Markup languages,Specification languages,IBM Workplace
Markup languages,Specification languages,IBM Lotus Symphony
Markup languages,Specification languages,Go-oo
Markup languages,Specification languages,StarOffice
Markup languages,Specification languages,NeoOffice
Markup languages,Specification languages,OpenOffice Basic
Markup languages,Specification languages,Universal Network Objects
Markup languages,Specification languages,Open Packaging Conventions
Markup languages,Specification languages,Comparison of Office Open XML software
Markup languages,Specification languages,WikiMapia
Markup languages,Specification languages,Family tree mapping
Markup languages,Specification languages,Bing Maps
Markup languages,Specification languages,Google Maps
Markup languages,Specification languages,Location API for Java ME
Markup languages,Specification languages,Yahoo! Pipes
Markup languages,Specification languages,Leaflet (software)
Markup languages,Specification languages,Marble (software)
Markup languages,Specification languages,NASA World Wind
Markup languages,Specification languages,Bing Maps Platform
Markup languages,Specification languages,BlooSee
Markup languages,Specification languages,OpenLayers
Markup languages,Specification languages,Google Earth
Markup languages,Specification languages,Map My Ancestors
Markup languages,Specification languages,user interface markup language
Markup languages,Specification languages,Universal Remote Console
Markup languages,Specification languages,Xaml
Markup languages,Specification languages,VTML
Markup languages,Specification languages,Vexi
Markup languages,Specification languages,QML
Markup languages,Specification languages,Comparison of user interface markup languages
Markup languages,Specification languages,GtkBuilder
Markup languages,Specification languages,User interface markup language
Markup languages,Specification languages,Luxor (toolkit)
Markup languages,Specification languages,Glade Interface Designer
Markup languages,Specification languages,XML User Interface
Markup languages,Specification languages,User interface modeling
Markup languages,Specification languages,UsiXML
Markup languages,Specification languages,XMLGUI
Markup languages,Specification languages,HTML Application
Markup languages,Specification languages,UIML
Markup languages,Specification languages,Comparison of layout engines (MathML)
Markup languages,Specification languages,O:XML
Markup languages,Specification languages,POSXML
Markup languages,Specification languages,M Sharp (programming language)
Markup languages,Specification languages,ALFA (XACML)
Markup languages,Stylesheet languages,Comparison of stylesheet languages
Markup languages,Stylesheet languages,Document Style Semantics and Specification Language
Markup languages,Stylesheet languages,Conditional comment
Markup languages,Stylesheet languages,Bootstrap (front-end framework)
Markup languages,Stylesheet languages,Cascade Framework
Markup languages,Stylesheet languages,Foundation (framework)
Markup languages,Stylesheet languages,Modernizr
Markup languages,Stylesheet languages,JQuery Mobile
Markup languages,Stylesheet languages,YUI Library
Markup languages,Stylesheet languages,Parallax scrolling
Markup languages,Stylesheet languages,XSL
Markup languages,Transformation languages,TeX
Markup languages,Transformation languages,CircuiTikZ
Markup languages,Transformation languages,PSTricks
Markup languages,Transformation languages,XML transformation language
Markup languages,Transformation languages,XSLT
Programming languages,Specification languages,Dependent ML
Programming languages,Specification languages,XSLT/Muenchian grouping
Programming languages,Specification languages,Face Modeling Language
Programming languages,Specification languages,Digital Forensics XML
Programming languages,Specification languages,XL (XML programming language)
Programming languages,Specification languages,Scalable Vector Graphics
Programming languages,Specification languages,Inkscape
Programming languages,Specification languages,Epigram (programming language)
Programming languages,Specification languages,Sodipodi
Programming languages,Specification languages,GPAC Project on Advanced Content
Programming languages,Specification languages,Librsvg
Programming languages,Specification languages,WiseMapping
Programming languages,Specification languages,Batik (software)
Programming languages,Specification languages,Matita
Programming languages,Specification languages,XMDP
Programming languages,Specification languages,ALF (proof assistant)
Programming languages,Specification languages,Prototype Verification System
Programming languages,Specification languages,R2ML
Programming languages,Specification languages,Coq
Programming languages,Specification languages,RuleML
Programming languages,Specification languages,XPointer
Programming languages,Specification languages,XQuery and XPath Data Model
Programming languages,Specification languages,Idris (programming language)
Programming languages,Specification languages,XPath 3
Programming languages,Specification languages,Fxgrep
Programming languages,Specification languages,XPath
Programming languages,Specification languages,XPath 2.0
Programming languages,Specification languages,Language Integrated Query
Programming languages,Specification languages,LEGO (proof assistant)
Programming languages,Specification languages,LiveCode
Programming languages,Specification languages,SenseTalk
Programming languages,Specification languages,HyperTalk
Programming languages,Specification languages,SuperTalk
Programming languages,Specification languages,XTalk
Programming languages,Specification languages,ATS (programming language)
Programming languages,Specification languages,Albatross (programming language)
Programming languages,Specification languages,OBJ3
Programming languages,Specification languages,Maude system
Programming languages,Specification languages,Cayenne (programming language)
Programming languages,Specification languages,Spec Sharp
Programming languages,Specification languages,F* (programming language)
Programming languages,Specification languages,SPARK (programming language)
Programming languages,Specification languages,Mizar system
Programming languages,Specification languages,OBJ (programming language)
Programming languages,Specification languages,Extended ML
Programming languages,Specification languages,TNSDL
Programming languages,Specification languages,MATLAB
Programming languages,Specification languages,Eiffel (programming language)
Programming languages,Specification languages,ChucK
Programming languages,Specification languages,Synchronous programming language
Programming languages,Specification languages,Atom (programming language)
Programming languages,Specification languages,Secure Operations Language
Programming languages,Specification languages,SIGNAL (programming language)
Programming languages,Specification languages,LabVIEW
Programming languages,Specification languages,DADiSP
Programming languages,Specification languages,CICS
Programming languages,Specification languages,Wolfram Language
Programming languages,Specification languages,Lustre (programming language)
Programming languages,Specification languages,Inner class
Programming languages,Specification languages,Umple
Programming languages,Specification languages,Production Rule Representation
Programming languages,Specification languages,ATLAS Transformation Language
Programming languages,Specification languages,Grady Booch
Programming languages,Specification languages,Visual modeling
Programming languages,Specification languages,Kermeta
Programming languages,Specification languages,Acceleo
Programming languages,Specification languages,YEd
Programming languages,Specification languages,Modelio
Programming languages,Specification languages,Borland Together
Programming languages,Specification languages,OptimalJ
Programming languages,Specification languages,Astah*
Programming languages,Specification languages,Umbrello UML Modeller
Programming languages,Specification languages,UML Designer
Programming languages,Specification languages,Eclipse (software)
Programming languages,Specification languages,NetBeans
Programming languages,Specification languages,Dia (software)
Programming languages,Specification languages,Papyrus (software)
Programming languages,Specification languages,Stani's Python Editor
Programming languages,Specification languages,ArgoUML
Programming languages,Specification languages,VHDL
Programming languages,Specification languages,Averest
Programming languages,Specification languages,Embedded C++
Programming languages,Specification languages,Esterel Studio
Programming languages,Specification languages,SyncCharts
Programming languages,Specification languages,Handel-C
Programming languages,Specification languages,Esterel
Programming languages,Specification languages,CODASYL
Programming languages,Specification languages,.QL
Programming languages,Specification languages,Data Base Task Group
Programming languages,Specification languages,Pig (programming tool)
Programming languages,Specification languages,Embedded SQL
Programming languages,Specification languages,SQLf
Programming languages,Specification languages,TimeML
Programming languages,Specification languages,Data definition language
Programming languages,Specification languages,Java Persistence Query Language
Programming languages,Specification languages,Schematron
Programming languages,Specification languages,XML
Programming languages,Specification languages,SQL
Programming languages,Specification languages,Mallard (documentation)
Programming languages,Specification languages,CodeSynthesis XSD
Programming languages,Specification languages,FuseDocs (programming)
Programming languages,Specification languages,Resource Description Framework
Programming languages,Specification languages,Office Open XML file formats
Programming languages,Specification languages,XEE (Starlight)
Programming languages,Specification languages,VTD-XML
Programming languages,Specification languages,Arbortext Command Language
Programming languages,Specification languages,EXtensible Server Pages
Programming languages,Specification languages,Office Open XML
Programming languages,Specification languages,XMLHttpRequest
Programming languages,Specification languages,Vector Markup Language
Programming languages,Specification languages,BaseX
Programming languages,Specification languages,Open XML Paper Specification
Programming languages,Specification languages,ECMAScript for XML
Programming languages,Specification languages,XMLSpy
Programming languages,Specification languages,Virtuoso Universal Server
Programming languages,Specification languages,Libxslt
Programming languages,Specification languages,Xalan
Programming languages,Specification languages,Ajax (programming)
Programming languages,Specification languages,AxsJAX
Programming languages,Specification languages,Push technology
Programming languages,Specification languages,Ext JS
Programming languages,Specification languages,JsPHP
Programming languages,Specification languages,24SevenOffice
Programming languages,Specification languages,Jpspan
Programming languages,Specification languages,Google APIs
Programming languages,Specification languages,Qooxdoo
Programming languages,Specification languages,ZK (framework)
Programming languages,Specification languages,AngularJS
Programming languages,Specification languages,Ember.js
Programming languages,Specification languages,Bindows
Programming languages,Specification languages,ICEfaces
Programming languages,Specification languages,Comparison of JavaScript-based source code editors
Programming languages,Specification languages,DWR (Java)
Programming languages,Specification languages,Hijax
Programming languages,Specification languages,Dojo Toolkit
Programming languages,Specification languages,JSONP
Programming languages,Specification languages,Prototype JavaScript Framework
Programming languages,Specification languages,"Google Docs, Sheets, and Slides"
Programming languages,Specification languages,ThinWire
Programming languages,Specification languages,Comparison of JavaScript frameworks
Programming languages,Specification languages,Ionic (mobile app framework)
Programming languages,Specification languages,JavaScriptMVC
Programming languages,Specification languages,Velocity (JavaScript library)
Programming languages,Specification languages,JWt (Java web toolkit)
Programming languages,Specification languages,OpenAjax Alliance
Programming languages,Specification languages,Sajax
Programming languages,Specification languages,Gollum browser
Programming languages,Specification languages,Morfik
Programming languages,Specification languages,Chaplin.js
Programming languages,Specification languages,React (JavaScript library)
Programming languages,Specification languages,Lively Kernel
Programming languages,Specification languages,Rico (Ajax)
Programming languages,Specification languages,Moobile.js
Programming languages,Specification languages,JMaki
Programming languages,Specification languages,Script.aculo.us
Programming languages,Specification languages,JQuery Mobile
Programming languages,Specification languages,Xajax
Programming languages,Specification languages,Morfik FX
Programming languages,Specification languages,Knockout (web framework)
Programming languages,Specification languages,WaveMaker
Programming languages,Specification languages,EMVC
Programming languages,Specification languages,Scooby Web Calendar
Programming languages,Specification languages,Comet (programming)
Programming languages,Specification languages,Zimbra
Programming languages,Specification languages,Sencha Touch
Programming languages,Specification languages,YUI Library
Programming languages,Specification languages,Parallax scrolling
Programming languages,Specification languages,Document Update Markup Language
Programming languages,Specification languages,Helmi Technologies
Programming languages,Specification languages,Projax
Programming languages,Specification languages,WAI-ARIA
Programming languages,Specification languages,Apache XAP
Programming languages,Specification languages,Zarafa (software)
Programming languages,Specification languages,SOAPjr
Programming languages,Specification languages,AJAX.OOP
Programming languages,Specification languages,AjaxView
Programming languages,Specification languages,ASP.NET AJAX
Programming languages,Specification languages,MooTools
Programming languages,Specification languages,ThinkFree Office
Programming languages,Specification languages,Wt (web toolkit)
Programming languages,Specification languages,DHTMLX
Programming languages,Specification languages,JQuery
Programming languages,Specification languages,Ajax framework
Programming languages,Specification languages,Cross-origin resource sharing
Programming languages,Specification languages,JSON
Programming languages,Specification languages,Smart client
Programming languages,Specification languages,Ajax4jsf
Programming languages,Specification languages,SproutCore
Programming languages,Specification languages,Ace (editor)
Programming languages,Specification languages,Quicknet
Programming languages,Specification languages,Citadel/UX
Programming languages,Specification languages,Wakanda (software)
Programming languages,Specification languages,Webfmt
Programming languages,Specification languages,Ample SDK
Programming languages,Specification languages,Dropbox Paper
Programming languages,Specification languages,Ext.NET
Programming languages,Specification languages,Echo (framework)
Programming languages,Specification languages,SmartClient
Programming languages,Specification languages,OpenLaszlo
Programming languages,Specification languages,JSONiq
Programming languages,Specification languages,Gson
Programming languages,Specification languages,JSON Streaming
Programming languages,Specification languages,GeoJSON
Programming languages,Specification languages,Web Application Messaging Protocol
Programming languages,Specification languages,Hypertext Application Language
Programming languages,Specification languages,Jaql
Programming languages,Specification languages,JSON-RPC
Programming languages,Specification languages,BSON
Programming languages,Specification languages,JSON-LD
Programming languages,Specification languages,Smile (data interchange format)
Programming languages,Specification languages,JsonML
Programming languages,Specification languages,AJAJ
Programming languages,Specification languages,Jayrock
Programming languages,Specification languages,JSON Web Token
Programming languages,Specification languages,HOCON
Programming languages,Specification languages,EiskaltDC++
Programming languages,Specification languages,Java Architecture for XML Binding
Programming languages,Specification languages,Java API for XML Messaging
Programming languages,Specification languages,XQuery API for Java
Programming languages,Specification languages,Java API for RESTful Web Services
Programming languages,Specification languages,Java API for XML Registries
Programming languages,Specification languages,Java API for XML Web Services
Programming languages,Specification languages,Java API for XML Processing
Programming languages,Specification languages,Java API for XML-based RPC
Programming languages,Specification languages,Libxml2
Programming languages,Specification languages,SimpleXML
Programming languages,Specification languages,Expat (library)
Programming languages,Specification languages,HaXml
Programming languages,Specification languages,XMLBeans
Programming languages,Specification languages,Xerces
Programming languages,Specification languages,Nokogiri (software)
Programming languages,Specification languages,CodeSynthesis XSD/e
Programming languages,Specification languages,XQuery
Programming languages,Specification languages,Parboiled (Java)
Programming languages,Specification languages,Prince (software)
Programming languages,Specification languages,TeX4ht
Programming languages,Specification languages,AxKit
Programming languages,Specification languages,CookXml
Programming languages,Specification languages,OmniMark
Programming languages,Specification languages,Apache Ant
Programming languages,Specification languages,Altsoft Xml2PDF
Programming languages,Specification languages,XStream
Programming languages,Specification languages,MarkLogic
Programming languages,Specification languages,EXist
Programming languages,Specification languages,Xerlin
Programming languages,Specification languages,Franca IDL
Programming languages,Specification languages,Sublime Text
Programming languages,Specification languages,Codelobster
Programming languages,Specification languages,RDF query language
Programming languages,Specification languages,GeoSPARQL
Programming languages,Specification languages,SPARUL
Programming languages,Specification languages,Versa (query language)
Programming languages,Specification languages,RDFLib
Programming languages,Specification languages,Redland RDF Application Framework
Programming languages,Specification languages,Adenine (programming language)
Programming languages,Specification languages,StrixDB
Programming languages,Specification languages,SPARQL Syntax Expressions
Programming languages,Specification languages,XUL
Programming languages,Specification languages,XML Interface for Network Services
Programming languages,Specification languages,Atom (standard)
Programming languages,Specification languages,XML Object Model
Programming languages,Specification languages,RSS enclosure
Programming languages,Specification languages,MARC standards
Programming languages,Specification languages,Hartmann pipeline
Programming languages,Specification languages,XOXO (microformat)
Programming languages,Specification languages,MXML
Programming languages,Specification languages,XSLT
Programming languages,Specification languages,SXBL
Programming languages,Specification languages,WiX
Programming languages,Specification languages,KaXUL
Programming languages,Specification languages,VoiceXML
Programming languages,Specification languages,EMML (Motorola)
Programming languages,Specification languages,Lightweight Imaging Device Interface Language
Programming languages,Specification languages,RDFa
Programming languages,Specification languages,Web Ontology Language
Programming languages,Specification languages,RSS Cloud
Programming languages,Specification languages,RSS
Programming languages,Specification languages,RDF/XML
Programming languages,Specification languages,FeedSync
Programming languages,Specification languages,XBL
Programming languages,Specification languages,JDOM
Programming languages,Specification languages,Auto-lead Data Format
Programming languages,Specification languages,FXML
Programming languages,Specification languages,EXSLT
Programming languages,Specification languages,Extensible Application Markup Language
Programming languages,Specification languages,PubSubHubbub
Programming languages,Specification languages,Synchronized Multimedia Integration Language
Programming languages,Specification languages,XProc
Programming languages,Specification languages,XML Resource
Programming languages,Specification languages,XSL Formatting Objects
Programming languages,Specification languages,Enterprise Mashup Markup Language
Programming languages,Specification languages,XHTML Friends Network
Programming languages,Specification languages,ONIX for Books
Programming languages,Specification languages,Little b (programming language)
Programming languages,Specification languages,SPARQL
Programming languages,Specification languages,ANSI/ISO C Specification Language
Programming languages,Specification languages,OpenDocument
Programming languages,Specification languages,OpenDocument standardization
Programming languages,Specification languages,Standardization of Office Open XML
Programming languages,Specification languages,OpenOffice.org XML
Programming languages,Specification languages,Comparison of Office Open XML and OpenDocument
Programming languages,Specification languages,OpenDocument adoption
Programming languages,Specification languages,Z++
Programming languages,Specification languages,Visioo-Writer
Programming languages,Specification languages,LibreOffice
Programming languages,Specification languages,Michael Meeks (software developer)
Programming languages,Specification languages,Florian Effenberger
Programming languages,Specification languages,Thorsten Behrens
Programming languages,Specification languages,LibreOffice Writer
Programming languages,Specification languages,The Document Foundation
Programming languages,Specification languages,Collabora
Programming languages,Specification languages,Lanedo
Programming languages,Specification languages,IceWarp
Programming languages,Specification languages,Template:LibreOffice
Programming languages,Specification languages,LibreOffice Calc
Programming languages,Specification languages,Bj??rn Michaelsen
Programming languages,Specification languages,Apache OpenOffice
Programming languages,Specification languages,OpenOffice.org
Programming languages,Specification languages,IBM Workplace
Programming languages,Specification languages,IBM Lotus Symphony
Programming languages,Specification languages,Go-oo
Programming languages,Specification languages,StarOffice
Programming languages,Specification languages,NeoOffice
Programming languages,Specification languages,OpenOffice Basic
Programming languages,Specification languages,Universal Network Objects
Programming languages,Specification languages,Open Packaging Conventions
Programming languages,Specification languages,Comparison of Office Open XML software
Programming languages,Specification languages,Google Maps
Programming languages,Specification languages,Location API for Java ME
Programming languages,Specification languages,Yahoo! Pipes
Programming languages,Specification languages,Algebraic modeling language
Programming languages,Specification languages,Leaflet (software)
Programming languages,Specification languages,Marble (software)
Programming languages,Specification languages,NASA World Wind
Programming languages,Specification languages,OpenLayers
Programming languages,Specification languages,Google Earth
Programming languages,Specification languages,Twelf
Programming languages,Specification languages,QML
Programming languages,Specification languages,GtkBuilder
Programming languages,Specification languages,Glade Interface Designer
Programming languages,Specification languages,Agda (programming language)
Programming languages,Specification languages,XMLGUI
Programming languages,Specification languages,O:XML
Programming languages,Specification languages,POSXML
Programming languages,Specification languages,M Sharp (programming language)
Programming languages,Specification languages,ALFA (XACML)
Programming languages,Stylesheet languages,Document Style Semantics and Specification Language
Programming languages,Stylesheet languages,Bootstrap (front-end framework)
Programming languages,Stylesheet languages,Cascade Framework
Programming languages,Stylesheet languages,Modernizr
Programming languages,Stylesheet languages,Sass (stylesheet language)
Programming languages,Stylesheet languages,Cascading Style Sheets
Programming languages,Stylesheet languages,JavaScript Style Sheets
Programming languages,Stylesheet languages,Less (stylesheet language)
Programming languages,Stylesheet languages,Tableless web design
Programming languages,Stylesheet languages,CSS frameworks
Programming languages,Stylesheet languages,Cassowary (software)
Programming languages,Stylesheet languages,Media queries
Programming languages,Stylesheet languages,Holy Grail (web design)
Programming languages,Stylesheet languages,Responsive web design
Programming languages,Stylesheet languages,Progressive enhancement
Programming languages,Stylesheet languages,Unobtrusive JavaScript
Programming languages,Stylesheet languages,Mobile device detection
Programming languages,Stylesheet languages,Polyfill
Programming languages,Stylesheet languages,JQuery UI
Programming languages,Stylesheet languages,CSS box model
Programming languages,Stylesheet languages,JQuery Mobile
Programming languages,Stylesheet languages,YUI Library
Programming languages,Stylesheet languages,Parallax scrolling
Programming languages,Transformation languages,TeX
Programming languages,Transformation languages,CircuiTikZ
Programming languages,Transformation languages,PSTricks
Programming languages,Transformation languages,Hygienic macro
Programming languages,Transformation languages,C preprocessor
Programming languages,Transformation languages,Stratego/XT
Programming languages,Transformation languages,RascalMPL
Programming languages,Transformation languages,Visual Basic for Applications
Programming languages,Transformation languages,SAM76
Programming languages,Transformation languages,WordBASIC
Programming languages,Transformation languages,Parser (CGI language)
Programming languages,Transformation languages,SMX (computer language)
Programming languages,Transformation languages,XSLT
Specification languages,Stylesheet languages,JQuery Mobile
Specification languages,Stylesheet languages,YUI Library
Specification languages,Stylesheet languages,Parallax scrolling
Specification languages,Stylesheet languages,XSL
Specification languages,Transformation languages,XML transformation language
Specification languages,Transformation languages,XSLT

 Performed query in: 1310460ms
